Date,Quarter,USCPI_UrbanB8284,USCPI_UrbanB67,USCPI_FoodBev,USCPI_Housing,USCPI_Transportation,US_Total_Employment,Federal funds effective rate,Prime Rate,13Mos_Libor_USD,Total Consumer Debt,Total Consumer Revolving Debt,Total Consumer Non-Revolving Debt,US GDP Y:     Gross domestic product,US GDP C: Personal consumption expenditures,US GDP C:   Goods,US GDP C:     Durable goods,US GDP C:     Nondurable goods,US GDP C:   Services,US GDP I: Gross private domestic investment,US GDP I:   Fixed investment,US GDP I:     Nonresidential,US GDP I:       Structures,US GDP I:       Equipment,US GDP I:       Intellectual property products,US GDP I:     Residential,US GDP I:   Change in private inventories,US GDP X: Net exports of goods and services,US GDP X:   Exports,US GDP X:     Goods,US GDP X:     Services,US GDP M:   Imports,US GDP M:     Goods,US GDP M:     Services,US GDP G: Government consumption expenditures and gross investment,US GDP G:   Federal,US GDP G:     National defense,US GDP G:     Nondefense,US GDP G:   State and local,US GDP Res: Residual,SP500,SP500 CHANGE,SP500 AVG DAILY CHANGE,SP500 DAILY GAP,SP500 DAILY NON-GAP CHANGE,SP500 AVG DAILY INTRA DAY VOLATILITY,SP500 QTRLY RETURN,SP500 QTRLY AVG VOLUME,US_HousingPrices_Base80,LoanDel_AllRE,LoanDel_AllCons,LoanDel_Leases,LoanDel_C&I,LoanDel_Agr,LoanDel_All,LoanChargOff_AllRE,LoanChargOff_AllCons,LoanChargOff_Leases,LoanChargOff_C&I,LoanChargOff_Agr,LoanChargOff_All,FX_USCAD,US_TotalReserves,US_MonetaryBase,Ttl_Loans_atFincos,Cons_Loans_atFincos,RE_Loans_atFincos,Biz_Loans_atFincos,All_Mtgs,Res_Mtgs,Murb_Mtgs,Ind_Mtgs,Farm_Mtgs,Ttl_ConsCrd,Ttl_Cons_Rvlving,Ttl_Cons_NonRvlving,Stud_Loans,Auto_Loans,Ttl_IndCapUtil,OECD_USBCI,OECD_USCLI,OECD_USCCI,US_NonfarmEmployees,US_CivilianLaborForce,US_LaborParticipation,US_Employed,US_Employment Ratio,US_FTEmployed,US_PTEmployed,US_UnemploymentLevel,US_UnemploymentRate,US_AverageWeeksUnempl,US_MedianWeeksUnempl,US_NewEntrantsUnempl,US_NotInLaborForce,US_NotInLaborForceSearching,US_NotInLaborForceDiscouraged,Weekly_Med_Earnings_CurDol,Weekly_Med_Earnings_CnstDol,LabProd_Q2Qchange,Unit Lab Cost Q2Q Chg,Real Hrly Comp Q2Q Chg,Nonfarm Lab Productivity Q2Q Chg,Nonfarm Unit Labor Cost Q2Q Change,Nonfarm Hourly Comp Q2Q Change,Import/Export Price All Commodities,Import/Export Price Index Fuels,Import/Export Price Index (ex fuels),Import/Export Price Index,Personal Saving % of Income,Personal Income Real (2012),Per Capita Personal Income (2012),US Population
9/30/2011,2011Q3,226.889,679.658,230.448,220.54,215.198,132369,0.08,3.25,0.37433,2719132.04,837034.84,1882097.19,15820700,10866036,3552737,1076065,2477499,7313530,2343786,2363270,1978897,439404,909660,629890,384440,-17679,-563806,2133150,1468740,664608,2696956,2244758,452139,3175463,1294415,839747,454715,1881136,-4157,1126,-0.144052,-0.002211,-0.000978,-0.001232,0.028669,-0.144052,25.212344,311.22,8.71 ,3.13 ,0.99 ,1.83 ,1.98 ,5.70 ,1.40 ,3.67 ,0.25 ,0.75 ,0.16 ,1.55 ,1.0025,1596944,2637680,1456962.3,809532.78,285481.52,361948,13626387.32,10335251.27,860223.1366,2267014.448,163898.465,2702913.12,805505.17,1897407.94,940339.01,743877.72,98.5865,99.78365,2011Q3,98.36153,132369,154131,64.2,140183,58.4,112544,27644,13948,9,40.4,22,1378,85940,2511,1037,753,332,-1.9,4.3,-0.3,-1.8,4.5,-0.1,141.7,348.2,120.9,92.9,6.8,12091.2,38678,312612
12/31/2011,2011Q4,225.672,676.014,231.13,220.193,208.585,132924,0.07,3.25,0.581,2757072.85,840628.23,1916444.63,16004107,10885893,3578424,1101847,2476913,7307470,2524429,2423744,2029413,454526,930651,644318,394412,100439,-578973,2155157,1499100,656046,2734130,2281600,452399,3173227,1299402,832499,466929,1873842,-886,1252.5,0.112345,0.001835,-0.000119,0.001956,0.023342,0.112345,76.331111,307.94,8.47 ,3.07 ,0.89 ,1.65 ,1.83 ,5.46 ,1.22 ,2.97 ,0.14 ,0.68 ,0.08 ,1.34 ,1.0235,1550043,2619586,1468797.31,816723.75,276310.29,375763.27,13572428.45,10283127.12,866752.0648,2255349.523,167199.743,2757072.85,840628.23,1916444.63,959823.95,751167.92,98.5894,99.82555,2011Q4,98.66131,132924,153995,64,140902,58.6,113774,27168,13093,8.5,40.4,20.5,1282,86589,2540,945,764,338,3,-7.7,-6.6,2.7,-7.6,-6.8,142.2,356.3,120.4,93.1,7.8,12220.2,39019,313186
3/31/2012,2012Q1,229.392,687.157,232.708,221.487,220.842,133769,0.13,3.25,0.46815,2791079.36,841610.47,1949468.89,16129418,10973303,3623765,1128781,2495025,7349418,2577157,2499411,2081252,476037,959632,645656,418273,72827,-580457,2168538,1507004,661567,2748995,2293641,455300,3159561,1299441,827115,472339,1860089,4597,1403.25,0.120359,0.001856,0.000261,0.00159,0.010981,0.120359,45.468226,306.69,8.24 ,2.93 ,0.85 ,1.53 ,1.61 ,5.27 ,1.17 ,2.62 ,0.23 ,0.57 ,0.22 ,1.20 ,0.9938,1557859,2655219,1457893.29,813331.1,269067.36,375494.83,13491291.18,10217996.32,868315.0698,2236238.185,168741.613,2746164.75,796889.95,1949274.81,994279.74,759514.34,99.2133,100.1141,2012Q1,99.09922,133769,154749,63.8,142036,58.5,115024,27023,12713,8.2,39.3,19.2,1388,87855,2352,865,769,337,1,8.6,7.2,1.4,8.1,7.1,144.2,371,121.1,93.5,8.5,12429.3,39623,313686
6/30/2012,2012Q2,229.478,687.415,233.509,223.051,216.369,134026,0.16,3.25,0.4606,2835887.08,842609.36,1993277.72,16198807,10989585,3623125,1130908,2492178,7366417,2636495,2549827,2128023,487367,986713,653914,421858,87072,-570351,2192182,1524995,667222,2762533,2303473,459071,3143038,1289080,816995,472086,1853956,-330,1356.5,-0.033316,-0.000477,0.00012,-0.000591,0.01557,-0.033316,31.856349,310.66,8.13 ,2.84 ,0.75 ,1.40 ,1.52 ,5.12 ,1.04 ,2.53 ,0.42 ,0.55 ,0.30 ,1.14 ,1.028,1507596,2618755,1382119.17,814053.31,192384.72,375681.14,13415383.76,10154848.82,873422.0563,2216829.855,170283.025,2795274.38,806332.79,1988941.59,1011259.92,777764.5,101.7415,99.63387,2012Q2,98.99493,134026,155083,63.8,142391,58.6,114749,27674,12692,8.2,40.3,20.4,1325,88073,2483,821,771,335,1.8,0.5,1.5,2,0.3,1.4,138.7,317.7,120.8,93.2,9.1,12498.7,39775,314231
9/30/2012,2012Q3,231.407,693.192,234.172,223.901,221.745,134549,0.14,3.25,0.3585,2871405.53,843846.54,2027559,16220667,11007517,3639082,1145595,2493407,7368462,2648459,2553565,2120881,481814,983829,655175,432693,97964,-573709,2203603,1534644,668972,2777311,2316444,460903,3138209,1291741,819072,472661,1846485,-2761,1434.25,0.057317,0.00091,-0.000349,0.001262,0.011158,0.057317,62.655238,313.16,8.13 ,2.78 ,0.75 ,1.25 ,1.67 ,5.04 ,1.31 ,2.52 ,0.57 ,0.48 ,0.25 ,1.23 ,0.9783,1468681,2594909,1388288.94,822652.92,188162.88,377473.14,13369299.99,10106986.76,883361.2229,2207110.242,171841.765,2854922.87,811429.41,2043493.46,1041034.04,798660.98,100.8946,99.46195,2012Q3,98.89701,134549,155160,63.6,143044,58.7,115252,27810,12115,7.8,39.8,18.8,1260,88613,2517,802,758,329,-1,1.5,-1.4,-0.9,1.2,-1.6,140.8,343.1,120.4,93.4,8.2,12422.5,39451,314881
12/31/2012,2012Q4,229.601,687.782,235.23,224.032,211.853,135075,0.16,3.25,0.306,2918258.06,844250.89,2074007.16,16239138,11056852,3664985,1171600,2493463,7392003,2624905,2599366,2143952,472523,1003429,668019,455236,26984,-549767,2200797,1519685,681030,2750564,2292027,458545,3107233,1265898,793519,472373,1841353,-1507,1420,-0.009936,-0.000127,-0.000216,0.000097,0.01321,-0.009936,90.486984,314.8,7.54 ,2.63 ,0.81 ,1.18 ,1.42 ,4.65 ,0.80 ,2.45 ,0.09 ,0.35 ,0.23 ,0.92 ,0.9898,1517425,2675945,1399124.63,832667.94,179482.19,386974.51,13338784.87,10052176.01,893882.5484,2219326.069,173400.2425,2918258.06,844250.89,2074007.16,1054565.11,809062.35,100.518,99.48624,2012Q4,98.91657,135075,155628,63.7,143330,58.7,115791,27580,12298,7.9,37.6,17.7,1291,88722,2614,1068,775,336,-1.1,12.7,8.6,-1.3,12.6,8.3,139.4,328.2,120.4,93.2,12,13016.3,41262,315457
3/31/2013,2013Q1,232.773,697.284,236.267,225.643,221.08,135703,0.14,3.25,0.2826,2965746.71,849580.96,2116165.75,16382964,11114186,3727981,1201639,2526632,7386820,2722778,2643906,2171644,462119,1021143,688584,471762,81247,-532709,2225897,1531256,694418,2758606,2302234,456400,3079392,1236901,774139,462738,1842317,-3218,1562.75,0.100528,0.00162,0.000117,0.001501,0.009389,0.100528,43.103833,319.74,7.16 ,2.56 ,0.83 ,1.11 ,1.23 ,4.41 ,0.71 ,2.29 ,0.61 ,0.36 ,0.06 ,0.85 ,1.0244,1760359,2935036,1395351.1,830011.88,174431.95,390907.27,13295017.76,10000452.93,900694.2607,2217560.119,176310.455,2919236.12,803657.04,2115579.08,1092013.85,820882.58,101.4612,99.80384,2013Q1,99.22469,135703,155005,63.3,143316,58.5,115808,27439,11689,7.5,37,17.6,1295,89990,2326,803,773,334,3.4,-8.4,-6.8,2.2,-7.8,-7.4,141.2,346.5,120.6,93,5.9,12223.9,38696,315900
6/30/2013,2013Q2,233.504,699.473,236.726,228.068,220.044,136280,0.09,3.25,0.2731,3001793.19,850051.56,2151741.63,16403180,11122185,3730660,1207066,2523968,7392184,2753237,2665297,2177500,475770,1018951,682938,486803,85780,-545801,2252655,1555814,696661,2798456,2338127,460392,3073951,1226844,769204,457612,1846812,2137,1599.25,0.023356,0.000402,-0.000079,0.000475,0.012876,0.023356,63.156094,324.75,6.75 ,2.48 ,0.89 ,1.04 ,1.15 ,4.14 ,0.56 ,2.15 ,0.31 ,0.31 ,0.03 ,0.73 ,1.0314,2010604,3201472,1406663.47,840678.05,171164.17,394821.25,13295222.37,9965737.941,908341.0969,2241891.616,179251.72,2962256.72,813539.91,2148716.81,1099606.8,841041.68,103.4433,99.78391,2013Q2,99.68803,136280,155749,63.4,143999,58.6,116166,27863,11751,7.5,36.4,17,1246,89803,2582,1027,776,333,-0.5,3.8,3.6,-1.2,4.4,3.6,138.8,329.9,119.6,92.6,6.8,12355,39044,316439
9/30/2013,2013Q3,234.149,701.406,237.444,228.808,218.088,136852,0.08,3.25,0.24885,3049374.77,852106.84,2197267.93,16531685,11167422,3757419,1217282,2540505,7411029,2859751,2711275,2214680,499770,1019028,695808,495514,147581,-551875,2266774,1565713,700836,2818648,2356615,462131,3057412,1209071,753437,455570,1847789,569,1674.25,0.046897,0.000711,-0.000053,0.000766,0.009141,0.046897,99.528906,327.53,6.13 ,2.40 ,0.86 ,0.98 ,1.14 ,3.77 ,0.39 ,2.13 ,0.05 ,0.27 ,0.10 ,0.62 ,1.0342,2281080,3486920,1414147.91,851375.47,165874.81,396897.63,13326179.44,9977340.926,918783.0316,2247829.467,182226.014,3033034.31,819017.38,2214016.93,1134180.98,866394.77,103.6457,100.475,2013Q3,99.67827,136852,155687,63.2,144418,58.7,116846,27552,11270,7.2,37.4,16.5,1207,90481,2302,852,771,330,1.5,-3,-3.6,1.9,-2.9,-3.2,139.8,347.3,119,92.4,6.8,12418.7,39163,317103
12/31/2013,2013Q4,233.049,698.11,237.82,228.892,212.911,137376,0.09,3.25,0.2461,3093385.81,855592.83,2237792.98,16663649,11263648,3792837,1230345,2562823,7471945,2870127,2747981,2260032,504174,1057852,698120,487729,120012,-500917,2333157,1627233,706221,2834074,2370802,463411,3033402,1188237,741594,446599,1844359,-1145,1841,0.099597,0.001482,-0.000106,0.001589,0.009171,0.099597,153.343594,330.47,5.70 ,2.37 ,0.89 ,0.89 ,1.08 ,3.52 ,0.29 ,2.08 ,0.01 ,0.25 ,0.02 ,0.57 ,1.0639,2485248,3717450,1413899.93,855549.91,157014.06,401335.95,13346561.25,9961670.777,932184.1781,2267505.877,185200.413,3093385.81,855592.83,2237792.98,1145550.75,878542.49,102.6288,100.3552,2013Q4,99.70415,137376,155182,62.9,144778,58.7,117394,27418,10404,6.7,36.5,17.3,1199,91563,2427,917,786,337,2.8,-0.1,1.2,3.2,-0.1,1.5,137.8,324.3,119,92.5,6.4,12464.3,39232,317707
3/31/2014,2014Q1,236.293,707.83,240.226,231.968,218.435,137993,0.08,3.25,0.2306,3148098,863530.81,2284567.19,16621696,11307262,3817585,1248797,2569368,7491208,2841133,2772814,2289945,521032,1065431,703029,483375,64827,-548415,2320937,1601786,718768,2869352,2405948,463800,3022783,1189371,735013,454221,1832721,1869,1864.5,0.012765,0.000225,-0.000252,0.000483,0.010828,0.012765,92.591639,336.77,5.34 ,2.32 ,0.83 ,0.90 ,1.06 ,3.31 ,0.26 ,1.99 ,0.03 ,0.23 ,0.09 ,0.53 ,1.1107,2623027,3885877,1403206.46,851145.74,154099.78,397960.94,13337929.66,9927511.031,942503.7637,2279854.87,188059.995,3100078.44,816096.46,2283981.98,1182061.19,892036.25,104.5884,100.3349,2014Q1,99.87503,137993,156108,63.1,145673,58.9,117953,27652,10435,6.7,35.3,15.8,1156,91150,2168,698,796,339,-3.2,13.3,6.9,-3.3,13.1,6.6,140.5,349.8,119.7,92.3,7.4,12693.3,39888,318222
6/30/2014,2014Q2,238.343,713.97,242.027,233.894,223.543,138862,0.1,3.25,0.2307,3206133.99,874616.79,2331517.2,16830111,11428703,3884894,1294217,2592297,7546575,2952841,2842887,2343128,538352,1089636,714260,499948,103766,-573211,2367687,1640503,727106,2940898,2469466,472028,3022474,1178051,726184,451715,1843402,3641,1952.5,0.047198,0.000742,-0.00005,0.000787,0.008624,0.047198,154.356508,341.66,5.00 ,2.27 ,0.68 ,0.80 ,0.99 ,3.08 ,0.20 ,2.00 ,0.11 ,0.21 ,0.03 ,0.50 ,1.083,2668354,3948691,1409482.97,858480.37,149646.25,401356.35,13370477.37,9922780.216,954024.2521,2302720.438,190952.467,3167474.65,838004.33,2329470.32,1190488.72,917989.3,106.9714,100.5229,2014Q2,100.0712,138862,155742,62.8,146267,59,118248,28010,9474,6.1,33.9,13.7,1036,92072,2028,676,780,328,3,-6.2,-5.3,3.2,-6.2,-5.2,140.5,350.3,119.6,92.6,7.4,12811.7,40188,318797
9/30/2014,2014Q3,238.031,713.035,244.26,234.675,216.383,139568,0.09,3.25,0.2351,3261970.26,881921.95,2380048.31,17033572,11554226,3928007,1317520,2612566,7629006,3007338,2899598,2392366,539801,1127806,724607,507686,102830,-569423,2375918,1654319,722033,2945341,2473141,472840,3043360,1191736,735961,455650,1850753,-983,1965.5,0.006658,0.000118,-0.000155,0.000273,0.008555,0.006658,166.851094,344.49,4.67 ,2.20 ,0.81 ,0.77 ,0.83 ,2.90 ,0.20 ,1.89 ,0.23 ,0.20 ,0.02 ,0.47 ,1.1011,2759284,4049189,1420195.04,870335.63,148183.49,401675.92,13425465.22,9934953.91,968355.9739,2328279.834,193875.502,3246126.92,848464.16,2397662.76,1226394.06,943162.64,106.8702,100.7663,2014Q3,99.98892,139568,156019,62.8,146752,59.1,119298,27441,9266,5.9,31.9,13.3,1103,92428,2226,698,790,332,3.2,-1.7,0.4,3.8,-1.5,1.1,137.9,320,119.5,92.4,7.4,12950.4,40535,319488
12/31/2014,2014Q4,234.812,703.393,245.585,234.658,199.777,140381,0.12,3.25,0.2556,3314567.08,889120.64,2425446.44,17113945,11687133,3981120,1343277,2640374,7709314,3005057,2930515,2404143,548585,1111809,742680,525621,75079,-619866,2403524,1673114,730918,3023390,2542270,482126,3040449,1173624,714880,458437,1865464,-1211,2052.5,0.044264,0.0007,-0.000022,0.00072,0.012526,0.044264,184.948281,347.94,4.31 ,2.09 ,0.68 ,0.72 ,0.72 ,2.70 ,0.14 ,1.82 ,0.05 ,0.22 ,0.02 ,0.44 ,1.1532,2606700,3934455,1442180.56,882566.01,148082.99,411531.57,13500146.41,9948005.625,993226.3787,2362114.342,196800.063,3314567.08,889120.64,2425446.44,1236284.01,957609.79,105.8634,100.4416,2014Q4,100.273,140381,156301,62.8,147597,59.3,120115,27479,8704,5.6,32.6,13,973,92726,2260,740,799,338,-2.3,6.3,4.7,-2.2,6.5,5.1,130.1,230,119,92.1,7.6,13138.9,41046,320101
3/31/2015,2015Q1,236.119,707.306,245.689,236.435,199.363,140937,0.11,3.25,0.27075,3369273.97,896476.47,2472797.5,17254744,11788364,4024310,1364950,2662255,7768086,3096866,2930374,2393495,536298,1123979,733224,535195,166369,-694387,2377687,1632209,743993,3072075,2590273,483662,3057565,1179939,714882,464666,1876258,6316,2060.75,0.004019,0.000098,0.000076,0.000021,0.01269,0.004019,122.475902,354.12,4.00 ,2.01 ,0.72 ,0.75 ,0.80 ,2.49 ,0.18 ,1.75 ,0.29 ,0.17 ,0.05 ,0.43 ,1.2618,2675202,4030632,1437574.38,880378.35,144863.47,412332.55,13520531.2,9918826.028,1015644.604,2386301.568,199759,3319710.39,847621.48,2472088.9,1272391,971916.92,105.0774,99.84702,2015Q1,100.5881,140937,156754,62.7,148175,59.3,120951,27194,8578,5.5,30.5,11.9,804,93326,2055,738,808,344,2.8,2.2,7.8,3.1,2.3,8.2,125.3,183,117.5,91.4,7.4,13223.3,41246,320596
6/30/2015,2015Q2,238.638,714.855,246.245,238.568,208.012,141736,0.13,3.25,0.2832,3432677.72,910796.26,2521881.46,17397029,11887537,4071942,1395975,2679441,7820969,3112431,2957468,2405470,538601,1126276,740506,549304,149773,-696711,2400010,1658281,741476,3096722,2612948,485972,3087585,1182998,716314,466283,1903007,9743,2054.5,-0.003033,-0.000023,-0.000255,0.000228,0.009709,-0.003033,127.705397,359.62,3.74 ,1.98 ,0.75 ,0.81 ,0.84 ,2.38 ,0.14 ,1.75 ,0.23 ,0.21 ,0.07 ,0.41 ,1.2365,2553138,3919649,1441159.38,890876.16,134030.23,416252.99,13626756.99,9961805.291,1038292.931,2423907.763,202751,3394795.62,874122.01,2520673.61,1278676.96,997991.42,105.556,99.85844,2015Q2,100.4772,141736,157071,62.7,148806,59.4,121035,27740,8265,5.3,28.3,11.8,905,93592,1914,653,801,337,2.4,1.4,1.1,2.1,1.4,0.8,126.6,209.7,116.9,90.9,7.6,13364.8,41613,321171
9/30/2015,2015Q3,237.945,712.777,248.09,239.651,197.593,142244,0.14,3.25,0.325,3493833.59,923829.24,2570004.35,17438802,11971952,4115153,1413227,2705543,7863627,3102676,2980227,2411930,518829,1146394,748796,564269,117568,-749007,2379000,1639059,739138,3128007,2632984,496418,3101775,1181161,709003,471611,1918843,12295,1908.75,-0.070942,-0.001016,-0.000734,-0.000284,0.016879,-0.070942,78.188281,362.93,3.48 ,2.00 ,0.78 ,0.90 ,0.77 ,2.28 ,0.10 ,1.76 ,0.36 ,0.25 ,0.05 ,0.41 ,1.3266,2643958,4028486,1456618.03,905935.02,127860.54,422822.47,13728978.02,10010081.16,1057331.116,2455790.762,205774.978,3478538.96,890115.56,2588423.4,1311658.19,1029727.35,104.4052,99.3392,2015Q3,100.1766,142244,156700,62.3,148810,59.2,121773,27018,7891,5,26,11.3,840,94625,1921,635,803,337,0.7,1.3,0.4,0.5,1.4,0.3,121.9,157.5,115.9,90.4,7.7,13470.3,41853,321851
12/31/2015,2015Q4,236.525,708.524,247.468,239.514,191.528,143093,0.24,3.37,0.6127,3413611.62,907914.4,2505697.22,17456225,12039650,4139518,1423507,2719708,7907133,3056879,2965883,2388075,489746,1133677,768755,572313,82261,-759330,2365675,1619153,744229,3125005,2624461,501054,3107136,1188005,713610,473857,1917471,16320,2035.5,0.066405,0.001032,-0.000477,0.001508,0.013288,0.066405,107.64,366.32,3.24 ,2.02 ,0.81 ,1.02 ,0.96 ,2.20 ,0.11 ,1.76 ,0.10 ,0.31 ,0.03 ,0.43 ,1.3713,2419774,3835810,1310785.35,746629.29,159465.08,404690.97,13877232.43,10080526.93,1095340.725,2492564.783,208800,3413611.62,907914.4,2505697.22,1320134.78,1000681.94,101.4152,98.95415,2015Q4,100.4723,143093,158043,62.7,150135,59.6,122740,27378,7907,5,27.7,11,866,93893,1833,663,825,348,-3,2.2,-1,-2.9,2.3,-0.8,119.3,135.7,114.9,89.8,7.3,13490.7,41836,322464
3/31/2016,2016Q1,238.132,713.339,247.677,241.485,191.257,143688,0.36,3.5,0.6286,3471209.49,923769.67,2547439.82,17523374,12111776,4174648,1434904,2743404,7945456,3042889,2979680,2380863,484831,1115146,785031,590917,50731,-777886,2351097,1619912,730435,3128983,2622043,506466,3133325,1188592,711699,476293,1942855,20268,2051.5,0.00786,0.000183,-0.000419,0.000599,0.018199,0.00786,64.615082,373.61,3.03 ,1.99 ,0.94 ,1.50 ,1.08 ,2.18 ,0.07 ,1.83 ,0.63 ,0.44 ,0.22 ,0.45 ,1.3226,2460382,3898431,1281379.39,740714.38,155828.71,384836.3,13934050,10085051.53,1118650.97,2517270.495,213077,3420929.58,873949.63,2546979.95,1357998.69,1009146.33,100.9522,99.47588,2016Q1,100.2105,143688,159253,63,151229,59.8,123509,27732,8024,5,28.4,11.4,762,93515,1720,585,830,350,0.2,-0.2,0.1,0.3,-0.2,0.1,117.7,115.8,114.6,89.4,7.5,13578.5,42045,322955
6/30/2016,2016Q2,241.018,721.982,247.207,244.28,200.262,144181,0.38,3.5,0.6541,3525710.32,938483.59,2587226.73,17622486,12214098,4223919,1457862,2769952,8000411,3035190,2999990,2403347,488752,1115478,803194,589399,17826,-764136,2370882,1634185,735953,3135019,2629319,505593,3126731,1183889,705775,477430,1940919,20263,2090.25,0.018889,0.000323,-0.000075,0.000398,0.011412,0.018889,33.692188,380.24,2.87 ,2.04 ,1.01 ,1.59 ,1.11 ,2.14 ,0.07 ,1.83 ,0.43 ,0.44 ,0.13 ,0.45 ,1.2894,2367024,3825451,1272085.82,740651.6,149073.02,382361.21,14060868.69,10150679.04,1145539.244,2547297.424,217352.978,3488476.23,901922.07,2586554.16,1365232.31,1034157.72,103.7647,99.77614,2016Q2,100.323,144181,158976,62.7,151164,59.7,123648,27483,7812,4.9,28,10.6,889,94421,1779,502,824,343,0.7,-0.4,-2.3,0.9,-0.2,-2,120.7,158.4,114.8,89,6.2,13534.4,41835,323522
9/30/2016,2016Q3,241.428,723.21,247.645,246.127,195.402,144945,0.4,3.5,0.85367,3588569.91,952150.24,2636419.68,17706705,12294303,4258454,1494308,2769241,8047049,3032239,3023482,2430337,503458,1115773,813993,586947,-14138,-766253,2406373,1664889,741701,3172626,2656418,515331,3134377,1188702,710731,477342,1943786,23372,2160.5,0.033608,0.000507,0.000045,0.000459,0.008634,0.033608,33.588438,383.8,2.70 ,2.07 ,1.02 ,1.59 ,1.30 ,2.07 ,0.05 ,1.89 ,0.32 ,0.45 ,0.17 ,0.45 ,1.3108,2265320,3735888,1274881.08,748190.58,143742.51,382947.99,14232071.26,10238490.38,1177805.697,2594098.333,221676.8484,3573323.94,918113.72,2655210.22,1398500.83,1061426.12,102.9128,99.58375,2016Q3,100.268,144945,159734,62.9,151815,59.7,124185,27611,7919,5,27,10.1,803,94357,1844,553,827,343,1.6,0.9,0.6,1.3,0.9,0.3,120.6,151.7,115.2,89,6.3,13623.7,42024,324186
12/31/2016,2016Q4,241.432,723.224,247.134,246.795,196.252,145437,0.54,3.64,0.99789,3643654.8,969424.54,2674230.26,17784185,12372730,4287246,1520156,2773180,8096930,3091661,3036081,2430358,501898,1118224,813273,597914,39080,-836659,2384198,1651855,732933,3220858,2697620,522475,3135558,1190110,708525,480861,1943577,25872,2236.25,0.035061,0.000543,-0.000066,0.00061,0.009086,0.035061,141.410952,387.66,2.57 ,2.17 ,1.05 ,1.58 ,1.47 ,2.03 ,0.03 ,2.10 ,0.08 ,0.41 ,0.32 ,0.47 ,1.3339,2031007,3531565,1270873,744559.28,138318.86,387994.86,14360051.65,10299393.34,1208996.288,2625661.632,226000.3943,3643654.89,969424.63,2674230.26,1407902.45,1072859.1,102.2539,100.3139,2016Q4,100.4343,145437,159736,62.7,152233,59.8,124301,27890,7502,4.7,25.9,10.8,791,95006,1684,426,849,351,1.9,3.6,2.7,1.3,3.4,1.9,121.6,169.2,115.1,88.7,6.3,13713.1,42222,324783
3/31/2017,2017Q1,243.801,730.32,248.967,248.978,200.091,145969,0.79,3.88,1.14956,3690109.33,980362.12,2709747.21,17863023,12427647,4307308,1527196,2786252,8131898,3128628,3108595,2486466,517256,1142752,828983,613838,-2401,-845515,2413300,1668981,744453,3258816,2729855,528260,3129576,1190036,707906,481385,1937725,34914,2359.25,0.055003,0.000804,-0.000285,0.001091,0.006505,0.055003,48.714839,397.88,2.42 ,2.17 ,1.01 ,1.53 ,1.51 ,1.94 ,0.04 ,2.18 ,0.25 ,0.34 ,0.18 ,0.47 ,1.3387,2326253,3856287,1260307.61,737382.87,134138.28,388786.45,14443745.53,10347402.67,1229103.097,2638749.766,228490,3639229.56,930011.11,2709218.44,1443224.31,1077602.35,102.85,100.6911,2017Q1,100.5887,145969,160235,63,153064,60.2,125563,27573,7171,4.5,25.4,10.4,769,94179,1595,460,865,355,-0.2,4.2,1,0.4,4.2,1.6,122.5,174.8,115.6,88.7,7,13900.3,42735,325270
6/30/2017,2017Q2,244.955,733.775,249.398,251.629,201.263,146538,1.04,4.13,1.29917,3731255.68,991456.12,2739799.56,17995150,12515860,4366040,1559214,2813922,8165612,3172063,3141335,2530796,522154,1169495,842318,605220,11938,-844068,2434999,1686206,749315,3279067,2745847,532361,3129952,1197062,717576,478929,1931257,20203,2421,0.026174,0.000408,-0.000031,0.000437,0.006841,0.026174,140.252063,404.53,2.29 ,2.21 ,0.98 ,1.35 ,1.51 ,1.84 ,0.03 ,2.13 ,0.30 ,0.38 ,0.22 ,0.47 ,1.3295,2206547,3762780,1256803.95,739114.44,129547.85,388141.66,14592976.33,10433787.91,1250179.586,2678000.857,231007.978,3694535.81,954964.14,2739571.68,1448232.48,1090829.47,105.5857,100.7082,2017Q2,100.7701,146538,160214,62.8,153250,60.1,126050,27143,6964,4.3,24.9,9.8,680,94743,1582,514,859,351,1.6,-0.3,1.2,1.6,-0.3,1.2,122.4,166.4,116.1,89,6.6,13921.6,42726,325836
9/30/2017,2017Q3,246.819,739.359,250.735,252.984,204.775,146963,1.15,4.25,1.33389,3767636.18,1003461.57,2764174.61,18120843,12584906,4410209,1588580,2829927,8193676,3239776,3161186,2552300,514542,1197107,845903,604509,64351,-845906,2456050,1694831,760791,3301956,2762591,538092,3121755,1193231,712306,480257,1926875,7868,2516,0.03924,0.000592,-0.000101,0.000693,0.005918,0.03924,156.938571,408.55,2.28 ,2.26 ,0.99 ,1.27 ,1.56 ,1.83 ,0.03 ,2.22 ,0.28 ,0.34 ,0.21 ,0.47 ,1.2279,2295735,3874490,1248193.36,737241.35,127799.46,383152.56,14729369.33,10526300.87,1271766.223,2697747.897,233554.335,3752162.3,969308.62,2782853.68,1480110.36,1101756.13,104.0601,101.279,2017Q3,100.8931,146963,161082,63,154324,60.4,126676,27603,6759,4.2,26.6,10.1,663,94480,1569,421,859,350,2.8,2.8,3.4,2.3,2.8,2.9,123.9,181.1,116.7,89.3,6.6,14009.2,42907,326500
